1|2016-04-24|2016047|2988841
2|2016-04-22|2016046|9962865
3|2016-04-19|2016045|2810576
4|2016-04-17|2016044|5399971
5|2016-04-15|2016043|3907502
6|2016-04-12|2016042|6401141
7|2016-04-10|2016041|6262333
8|2016-04-08|2016040|6084615
9|2016-04-05|2016039|9119139
10|2016-04-03|2016038|2817111
11|2016-04-01|2016037|9494304
12|2016-03-29|2016036|6618670
13|2016-03-27|2016035|8487928
14|2016-03-25|2016034|5100524
15|2016-03-22|2016033|6791680
16|2016-03-20|2016032|0563435
17|2016-03-18|2016031|5030233
18|2016-03-15|2016030|4411721
19|2016-03-13|2016029|1579162
20|2016-03-11|2016028|7936025
21|2016-03-08|2016027|6825982
22|2016-03-06|2016026|9361186
23|2016-03-04|2016025|8882389
24|2016-03-01|2016024|8745556
25|2016-02-28|2016023|7462643
26|2016-02-26|2016022|4301197
27|2016-02-23|2016021|1288513
28|2016-02-21|2016020|5582637
29|2016-02-19|2016019|4984279
30|2016-02-16|2016018|7981273
31|2016-02-14|2016017|4136664
32|2016-02-05|2016016|6672361
33|2016-02-02|2016015|3813318
34|2016-01-31|2016014|4460199
35|2016-01-29|2016013|8315047
36|2016-01-26|2016012|6636606
37|2016-01-24|2016011|2383162
38|2016-01-22|2016010|8687229
39|2016-01-19|2016009|9339572
40|2016-01-17|2016008|6811838
41|2016-01-15|2016007|9940835
42|2016-01-12|2016006|6157523
43|2016-01-10|2016005|5966183
44|2016-01-08|2016004|8481060
45|2016-01-05|2016003|5421744
46|2016-01-03|2016002|0262530
47|2016-01-01|2016001|8930809
48|2015-12-29|2015153|7972013
49|2015-12-27|2015152|3392075
50|2015-12-25|2015151|4387919
51|2015-12-22|2015150|9043366
52|2015-12-20|2015149|5014071
53|2015-12-18|2015148|7379889
54|2015-12-15|2015147|4943989
55|2015-12-13|2015146|2082190
56|2015-12-11|2015145|2544496
57|2015-12-08|2015144|4684143
58|2015-12-06|2015143|9828286
59|2015-12-04|2015142|2942458
60|2015-12-01|2015141|3485710
61|2015-11-29|2015140|3585554
62|2015-11-27|2015139|0767027
63|2015-11-24|2015138|5684177
64|2015-11-22|2015137|3794706
65|2015-11-20|2015136|9733469
66|2015-11-17|2015135|3362303
67|2015-11-15|2015134|3970278
68|2015-11-13|2015133|8125177
69|2015-11-10|2015132|3462502
70|2015-11-08|2015131|7224447
71|2015-11-06|2015130|8099931
72|2015-11-03|2015129|6717289
73|2015-11-01|2015128|1425677
74|2015-10-30|2015127|5341498
75|2015-10-27|2015126|2839027
76|2015-10-25|2015125|5485568
77|2015-10-23|2015124|7759890
78|2015-10-20|2015123|4857119
79|2015-10-18|2015122|8632499
80|2015-10-16|2015121|9640870
81|2015-10-13|2015120|6259846
82|2015-10-11|2015119|6166583
83|2015-10-09|2015118|5403814
84|2015-10-06|2015117|1439625
85|2015-10-04|2015116|4108485
86|2015-10-02|2015115|9385065
87|2015-09-29|2015114|4622336
88|2015-09-27|2015113|2527927
89|2015-09-25|2015112|5217709
90|2015-09-22|2015111|8746396
91|2015-09-20|2015110|3324498
92|2015-09-18|2015109|4960420
93|2015-09-15|2015108|6556748
94|2015-09-13|2015107|5293476
95|2015-09-11|2015106|1084382
96|2015-09-08|2015105|4930834
97|2015-09-06|2015104|7115058
98|2015-09-04|2015103|2361762
99|2015-09-01|2015102|1527773
100|2015-08-30|2015101|9465861
101|2015-08-28|2015100|1325261
102|2015-08-25|2015099|2384786
103|2015-08-23|2015098|7772396
104|2015-08-21|2015097|4185893
105|2015-08-18|2015096|3902252
106|2015-08-16|2015095|0669061
107|2015-08-14|2015094|6638243
108|2015-08-11|2015093|6005968
109|2015-08-09|2015092|0780366
110|2015-08-07|2015091|6121865
111|2015-08-04|2015090|0871809
112|2015-08-02|2015089|9627608
113|2015-07-31|2015088|3912650
114|2015-07-28|2015087|4330194
115|2015-07-26|2015086|8135163
116|2015-07-24|2015085|0667283
117|2015-07-21|2015084|3863836
118|2015-07-19|2015083|8264394
119|2015-07-17|2015082|8575554
120|2015-07-14|2015081|7168107
121|2015-07-12|2015080|1057811
122|2015-07-10|2015079|9862266
123|2015-07-07|2015078|5838045
124|2015-07-05|2015077|1981580
125|2015-07-03|2015076|0408016
126|2015-06-30|2015075|2347715
127|2015-06-28|2015074|5576866
128|2015-06-26|2015073|5135400
129|2015-06-23|2015072|0000397
130|2015-06-21|2015071|4295539
131|2015-06-19|2015070|3186560
132|2015-06-16|2015069|4270339
133|2015-06-14|2015068|7987207
134|2015-06-12|2015067|5919118
135|2015-06-09|2015066|5227055
136|2015-06-07|2015065|4411025
137|2015-06-05|2015064|8102254
138|2015-06-02|2015063|4528498
139|2015-05-31|2015062|6725312
140|2015-05-29|2015061|5678492
141|2015-05-26|2015060|0315435
142|2015-05-24|2015059|9903974
143|2015-05-22|2015058|8765033
144|2015-05-19|2015057|9238690
145|2015-05-17|2015056|6928923
146|2015-05-15|2015055|5205891
147|2015-05-12|2015054|7345269
148|2015-05-10|2015053|8310414
149|2015-05-08|2015052|9038225
150|2015-05-05|2015051|7338118
151|2015-05-03|2015050|2846371
152|2015-05-01|2015049|0252136
153|2015-04-28|2015048|6451778
154|2015-04-26|2015047|7242976
155|2015-04-24|2015046|8456728
156|2015-04-21|2015045|9665557
157|2015-04-19|2015044|0284304
158|2015-04-17|2015043|9796091
159|2015-04-14|2015042|0578477
160|2015-04-12|2015041|4742078
161|2015-04-10|2015040|7065964
162|2015-04-07|2015039|5996364
163|2015-04-05|2015038|6473176
164|2015-04-03|2015037|9516315
165|2015-03-31|2015036|0623252
166|2015-03-29|2015035|0506651
167|2015-03-27|2015034|7564487
168|2015-03-24|2015033|9021678
169|2015-03-22|2015032|4984155
170|2015-03-20|2015031|5783717
171|2015-03-17|2015030|9571782
172|2015-03-15|2015029|0494567
173|2015-03-13|2015028|1476051
174|2015-03-10|2015027|6811460
175|2015-03-08|2015026|8050504
176|2015-03-06|2015025|2568464
177|2015-03-03|2015024|6467712
178|2015-03-01|2015023|3726043
179|2015-02-27|2015022|1619557
180|2015-02-17|2015021|4654397
181|2015-02-15|2015020|6139997
182|2015-02-13|2015019|9290994
183|2015-02-10|2015018|6453434
184|2015-02-08|2015017|4278582
185|2015-02-06|2015016|5990997
186|2015-02-03|2015015|9889253
187|2015-02-01|2015014|3216941
188|2015-01-30|2015013|7368219
189|2015-01-27|2015012|0347408
190|2015-01-25|2015011|4595999
191|2015-01-23|2015010|1579257
192|2015-01-20|2015009|2992021
193|2015-01-18|2015008|7906408
194|2015-01-16|2015007|3818083
195|2015-01-13|2015006|4857482
196|2015-01-11|2015005|1548555
197|2015-01-09|2015004|7191381
198|2015-01-06|2015003|6823007
199|2015-01-04|2015002|6157030
200|2015-01-02|2015001|9844024
201|2014-12-30|2014153|9453523
202|2014-12-28|2014152|5693049
203|2014-12-26|2014151|1957554
204|2014-12-23|2014150|5868335
205|2014-12-21|2014149|3797158
206|2014-12-19|2014148|4959493
207|2014-12-16|2014147|2405412
208|2014-12-14|2014146|1123302
209|2014-12-12|2014145|9737045
210|2014-12-09|2014144|8588812
211|2014-12-07|2014143|5800956
212|2014-12-05|2014142|9219238
213|2014-12-02|2014141|1881351
214|2014-11-30|2014140|7928567
215|2014-11-28|2014139|4421165
216|2014-11-25|2014138|3253729
217|2014-11-23|2014137|8283020
218|2014-11-21|2014136|7290772
219|2014-11-18|2014135|6600534
220|2014-11-16|2014134|8601215
221|2014-11-14|2014133|5757902
222|2014-11-11|2014132|6726367
223|2014-11-09|2014131|6006372
224|2014-11-07|2014130|3856418
225|2014-11-04|2014129|6675563
226|2014-11-02|2014128|1207980
227|2014-10-31|2014127|1972416
228|2014-10-28|2014126|9541654
229|2014-10-26|2014125|5616459
230|2014-10-24|2014124|0891892
231|2014-10-21|2014123|3170036
232|2014-10-19|2014122|6772576
233|2014-10-17|2014121|6674245
234|2014-10-14|2014120|2566882
235|2014-10-12|2014119|9183195
236|2014-10-10|2014118|1888597
237|2014-10-07|2014117|6226434
238|2014-10-05|2014116|1752033
239|2014-10-03|2014115|8643428
240|2014-09-30|2014114|5444860
241|2014-09-28|2014113|8209021
242|2014-09-26|2014112|9274817
243|2014-09-23|2014111|6048324
244|2014-09-21|2014110|7050216
245|2014-09-19|2014109|3696029
246|2014-09-16|2014108|1637041
247|2014-09-14|2014107|4216651
248|2014-09-12|2014106|2227737
249|2014-09-09|2014105|8766589
250|2014-09-07|2014104|7350196
251|2014-09-05|2014103|2937587
252|2014-09-02|2014102|9796397
253|2014-08-31|2014101|1789121
254|2014-08-29|2014100|2554407
255|2014-08-26|2014099|3117961
256|2014-08-24|2014098|8690355
257|2014-08-22|2014097|0917126
258|2014-08-19|2014096|8716103
259|2014-08-17|2014095|6658896
260|2014-08-15|2014094|2839953
261|2014-08-12|2014093|6871416
262|2014-08-10|2014092|6116077
263|2014-08-08|2014091|0045822
264|2014-08-05|2014090|4876357
265|2014-08-03|2014089|1399582
266|2014-08-01|2014088|5340578
267|2014-07-29|2014087|1189101
268|2014-07-27|2014086|4684909
269|2014-07-25|2014085|9147743
270|2014-07-22|2014084|6586773
271|2014-07-20|2014083|2659855
272|2014-07-18|2014082|7251377
273|2014-07-15|2014081|2448931
274|2014-07-13|2014080|6322592
275|2014-07-11|2014079|6018113
276|2014-07-08|2014078|1753391
277|2014-07-06|2014077|5164888
278|2014-07-04|2014076|2952474
279|2014-07-01|2014075|5505028
280|2014-06-29|2014074|9597779
281|2014-06-27|2014073|0278077
282|2014-06-24|2014072|8756922
283|2014-06-22|2014071|0617921
284|2014-06-20|2014070|4950463
285|2014-06-17|2014069|9825006
286|2014-06-15|2014068|9025922
287|2014-06-13|2014067|0469322
288|2014-06-10|2014066|9579348
289|2014-06-08|2014065|9038214
290|2014-06-06|2014064|6351912
291|2014-06-03|2014063|5886234
292|2014-06-01|2014062|1342340
293|2014-05-30|2014061|9911724
294|2014-05-27|2014060|1595217
295|2014-05-25|2014059|5107138
296|2014-05-23|2014058|7128674
297|2014-05-20|2014057|9654442
298|2014-05-18|2014056|5911416
299|2014-05-16|2014055|5880317
300|2014-05-13|2014054|0854702
301|2014-05-11|2014053|2887688
302|2014-05-09|2014052|3103236
303|2014-05-06|2014051|9888500
304|2014-05-04|2014050|0907941
305|2014-05-02|2014049|6315089
306|2014-04-29|2014048|4619288
307|2014-04-27|2014047|4525192
308|2014-04-25|2014046|9786777
309|2014-04-22|2014045|9029153
310|2014-04-20|2014044|0103638
311|2014-04-18|2014043|7900624
312|2014-04-15|2014042|6828843
313|2014-04-13|2014041|9902503
314|2014-04-11|2014040|5897643
315|2014-04-08|2014039|3734606
316|2014-04-06|2014038|0813812
317|2014-04-04|2014037|1264207
318|2014-04-01|2014036|9383526
319|2014-03-30|2014035|3745482
320|2014-03-28|2014034|4563840
321|2014-03-25|2014033|3063811
322|2014-03-23|2014032|4738050
323|2014-03-21|2014031|4882918
324|2014-03-18|2014030|3821017
325|2014-03-16|2014029|4066360
326|2014-03-14|2014028|8079401
327|2014-03-11|2014027|5065486
328|2014-03-09|2014026|8869088
329|2014-03-07|2014025|6636428
330|2014-03-04|2014024|7213208
331|2014-03-02|2014023|5561357
332|2014-02-28|2014022|3393426
333|2014-02-25|2014021|2089738
334|2014-02-23|2014020|8075425
335|2014-02-21|2014019|1360145
336|2014-02-18|2014018|9763014
337|2014-02-16|2014017|8186196
338|2014-02-14|2014016|6878883
339|2014-02-11|2014015|1583631
340|2014-02-09|2014014|9506776
341|2014-02-07|2014013|2383563
342|2014-01-28|2014012|7753510
343|2014-01-26|2014011|6060265
344|2014-01-24|2014010|5421212
345|2014-01-21|2014009|7912096
346|2014-01-19|2014008|1957425
347|2014-01-17|2014007|9945762
348|2014-01-14|2014006|1712056
349|2014-01-12|2014005|4259264
350|2014-01-10|2014004|6942195
351|2014-01-07|2014003|4956175
352|2014-01-05|2014002|7468894
353|2014-01-03|2014001|8584531
354|2013-12-31|2013154|5229380
355|2013-12-29|2013153|1420731
356|2013-12-27|2013152|9810168
357|2013-12-24|2013151|1385475
358|2013-12-22|2013150|8386626
359|2013-12-20|2013149|4620424
360|2013-12-17|2013148|3588866
361|2013-12-15|2013147|9332617
362|2013-12-13|2013146|2112998
363|2013-12-10|2013145|5431885
364|2013-12-08|2013144|2006049
365|2013-12-06|2013143|5107807
366|2013-12-03|2013142|8137252
367|2013-12-01|2013141|8207467
368|2013-11-29|2013140|4339475
369|2013-11-26|2013139|2238532
370|2013-11-24|2013138|9148430
371|2013-11-22|2013137|4057831
372|2013-11-19|2013136|2356895
373|2013-11-17|2013135|8484019
374|2013-11-15|2013134|6173185
375|2013-11-12|2013133|5512389
376|2013-11-10|2013132|5838290
377|2013-11-08|2013131|8816996
378|2013-11-05|2013130|9334834
379|2013-11-03|2013129|3926558
380|2013-11-01|2013128|0337345
381|2013-10-29|2013127|3920159
382|2013-10-27|2013126|5767149
383|2013-10-25|2013125|2123071
384|2013-10-22|2013124|9995169
385|2013-10-20|2013123|9162251
386|2013-10-18|2013122|8097423
387|2013-10-15|2013121|6514635
388|2013-10-13|2013120|6287925
389|2013-10-11|2013119|5123641
390|2013-10-08|2013118|7552272
391|2013-10-06|2013117|7018906
392|2013-10-04|2013116|8864868
393|2013-10-01|2013115|7547412
394|2013-09-29|2013114|0737148
395|2013-09-27|2013113|4145651
396|2013-09-24|2013112|6307318
397|2013-09-22|2013111|8595733
398|2013-09-20|2013110|4098252
399|2013-09-17|2013109|2876578
400|2013-09-15|2013108|1959624
401|2013-09-13|2013107|9185654
402|2013-09-10|2013106|8216817
403|2013-09-08|2013105|6374862
404|2013-09-06|2013104|1438864
405|2013-09-03|2013103|3564407
406|2013-09-01|2013102|6200714
407|2013-08-30|2013101|5913502
408|2013-08-27|2013100|9841620
409|2013-08-25|2013099|0596776
410|2013-08-23|2013098|1728401
411|2013-08-20|2013097|4784787
412|2013-08-18|2013096|2625260
413|2013-08-16|2013095|4294280
414|2013-08-13|2013094|2209861
415|2013-08-11|2013093|8948262
416|2013-08-09|2013092|5748045
417|2013-08-06|2013091|3746192
418|2013-08-04|2013090|3237101
419|2013-08-02|2013089|7761322
420|2013-07-30|2013088|9329840
421|2013-07-28|2013087|3022396
422|2013-07-26|2013086|1970983
423|2013-07-23|2013085|4661431
424|2013-07-21|2013084|1935233
425|2013-07-19|2013083|7746855
426|2013-07-16|2013082|6080148
427|2013-07-14|2013081|4605555
428|2013-07-12|2013080|2814268
429|2013-07-09|2013079|1789265
430|2013-07-07|2013078|7165248
431|2013-07-05|2013077|7915544
432|2013-07-02|2013076|5209501
433|2013-06-30|2013075|9568433
434|2013-06-28|2013074|2040288
435|2013-06-25|2013073|8866078
436|2013-06-23|2013072|2088635
437|2013-06-21|2013071|4594771
438|2013-06-18|2013070|9520393
439|2013-06-16|2013069|3611008
440|2013-06-14|2013068|5452893
441|2013-06-11|2013067|0543770
442|2013-06-09|2013066|0266881
443|2013-06-07|2013065|5841446
444|2013-06-04|2013064|7298706
445|2013-06-02|2013063|0693415
446|2013-05-31|2013062|7422912
447|2013-05-28|2013061|7891383
448|2013-05-26|2013060|0024006
449|2013-05-24|2013059|7697285
450|2013-05-21|2013058|7645225
451|2013-05-19|2013057|7057442
452|2013-05-17|2013056|2919635
453|2013-05-14|2013055|3539689
454|2013-05-12|2013054|3589007
455|2013-05-10|2013053|1558189
456|2013-05-07|2013052|1082470
457|2013-05-05|2013051|9890204
458|2013-05-03|2013050|9254081
459|2013-04-30|2013049|1133936
460|2013-04-28|2013048|3645941
461|2013-04-26|2013047|8972647
462|2013-04-23|2013046|5224596
463|2013-04-21|2013045|8700393
464|2013-04-19|2013044|1414148
465|2013-04-16|2013043|5461136
466|2013-04-14|2013042|9891539
467|2013-04-12|2013041|7319448
468|2013-04-09|2013040|8119349
469|2013-04-07|2013039|7487295
470|2013-04-05|2013038|9944558
471|2013-04-02|2013037|9897198
472|2013-03-31|2013036|8730101
473|2013-03-29|2013035|2713037
474|2013-03-26|2013034|6688459
475|2013-03-24|2013033|5102093
